delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_scs	gamma_scs	T_signs	gamma_signs	T_event_times	gamma_event_times	T_tangent_V	gamma_tangent_V	status
-0.89698492	-44.87437186												error: T SSCS does not start with ±1: [-2, -1, -1, -1, -1, -1, -1, -1]
-0.89195980	-44.87437186												error: T SSCS does not start with ±1: [-2, -1, -1, -1, -1, -1, -1, -1]
-0.88693467	-44.87437186												error: T SSCS does not start with ±1: [-2, -1, -1, -1, -1, -1, -1, -1]
-0.88190955	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1, -1]
-0.87688442	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1, -1]
-0.87185930	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1, -1]
-0.86683417	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1, -1]
-0.86180905	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -1, -1, -1, -1, -1]
-0.85678392	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -1, -1]
-0.85175879	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.84673367	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.84170854	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.83668342	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.83165829	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.82663317	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.82160804	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.81658291	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.81155779	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.80653266	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.80150754	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.79648241	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.79145729	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.78643216	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.78140704	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.77638191	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.77135678	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.76633166	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.76130653	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -2, -2, -2, -2, -2, -2]
-0.75628141	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -2, -2, -2, -2]
-0.75125628	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -2, -2, -2, -2]
-0.74623116	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -2, -2, -1, -1]
-0.74120603	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -2, -2]
-0.73618090	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1, -1]
-0.73115578	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -2, -2, -2]
-0.72613065	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -2, -2, -1, -2, -2]
-0.72110553	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -2, -2, -1, -1, -2]
-0.71608040	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -2, -2, -2, -1, -2]
-0.71105528	-44.87437186												error: T SSCS does not start with ±1: [-2, -2, -1, -2, -1, -2, -2, -1]
-0.70603015	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -3, -2, -1, -2, -1, -1]
-0.70100503	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -3, -3, -3, -3, -3, -3]
-0.69597990	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -3, -3, -3, -3, -3, -3]
-0.69095477	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -2, -1, -2, -1, -2, -1]
-0.68592965	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -2, -1, -1, -1, -1, -2]
-0.68090452	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -2, -2, -1, -1, -2, -1]
-0.67587940	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -2, -3, -2, -3, -2, -3]
-0.67085427	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -1, -1, -2, -3, -1, -1]
-0.66582915	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -1, -2, -3, -3, -1, -2]
-0.66080402	-44.87437186												error: T SSCS does not start with ±1: [-2, -3, -1, -3, -2, -1, -2, -1]
-0.65577889	-44.87437186												error: T SSCS does not start with ±1: [-2, -4, -4, -4, -4, -4, -4, -4]
-0.65075377	-44.87437186												error: T SSCS does not start with ±1: [-2, -4, -3, -2, -2, -1, -3, -3]
-0.64572864	-44.87437186												error: T SSCS does not start with ±1: [-2, -4, -2, -2, -3, -1, -3, -4]
-0.64070352	-44.87437186												error: T SSCS does not start with ±1: [-2, -4, -1, -1, -2, -4, -4, -4]
-0.63567839	-44.87437186												error: T SSCS does not start with ±1: [-2, -4, -1, -4, -4, -1, -3, -1]
-0.63065327	-44.87437186												error: T SSCS does not start with ±1: [-2, -5, -3, -1, -4, -2, -5, -4]
-0.62562814	-44.87437186												error: T SSCS does not start with ±1: [-2, -5, -1, -1, -4, -2, -5, -5]
-0.62060302	-44.87437186												error: T SSCS does not start with ±1: [-2, -6, -5, -1, -4, -1, -4, -1]
-0.61557789	-44.87437186												error: T SSCS does not start with ±1: [-2, -6, -1, -1, -1, -2, -1, -1]
-0.61055276	-44.87437186												error: T SSCS does not start with ±1: [-2, -7, -2, -7, -3, -2, -6, -1]
-0.60552764	-44.87437186												error: T SSCS does not start with ±1: [-2, -9, -7, -5, -7, -2, -1, -3]
-0.60050251	-44.87437186												error: T SSCS does not start with ±1: [-2, -11, -2, -1, -1, -5, -1, -1]
-0.59547739	-44.87437186												error: T SSCS does not start with ±1: [-2, -14, -2, -3, -2, -1, -2, -13]
-0.59045226	-44.87437186												error: T SSCS does not start with ±1: [-2, -15, -1, -4, -3, -7, -6, -14]
-0.58542714	-44.87437186												error: T SSCS does not start with ±1: [-2, -16, -3, -2, -10, -2, -3, -2]
-0.58040201	-44.87437186												error: T SSCS does not start with ±1: [-2, -16, -2, -16, -5, -2, -14, -4]
-0.57537688	-44.87437186												error: T SSCS does not start with ±1: [-2, -16, -1, -2, -1, -3, -2, -1]
-0.57035176	-44.87437186												error: T SSCS does not start with ±1: [-2, -16, -1, -6, -1, -1, -2, -3]
-0.56532663	-44.87437186												error: T SSCS does not start with ±1: [-2, -16, -1, -16, -2, -10, -16, -1]
-0.56030151	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -16, -1, -16, -1, -1, -2]
-0.55527638	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.55025126	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.54522613	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.54020101	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.53517588	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.53015075	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.52512563	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.52010050	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.51507538	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.51005025	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.50502513	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-0.50000000	-44.87437186												error: T SSCS does not start with ±1: [-2, -17, -17, -17, -17, -17]
-1.50000000	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.49497487	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.48994975	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.48492462	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.47989950	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.47487437	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.46984925	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.46482412	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.45979899	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.45477387	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.44974874	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.44472362	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.43969849	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.43467337	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.42964824	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.42462312	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.41959799	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.41457286	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.40954774	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.40452261	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.39949749	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.39447236	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.38944724	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.38442211	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.37939698	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.37437186	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.36934673	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.36432161	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.35929648	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.35427136	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.34924623	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.34422111	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.33919598	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.33417085	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.32914573	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.32412060	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.31909548	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.31407035	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.30904523	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.30402010	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.29899497	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.29396985	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.28894472	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.28391960	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.27889447	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.27386935	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.26884422	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.26381910	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.25879397	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.25376884	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.24874372	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.24371859	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.23869347	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.23366834	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.22864322	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.22361809	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.21859296	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.21356784	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.20854271	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.20351759	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.19849246	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.19346734	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.18844221	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.18341709	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.17839196	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.17336683	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.16834171	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.16331658	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.15829146	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.15326633	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.14824121	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.14321608	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.13819095	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.13316583	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.12814070	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.12311558	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.11809045	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.11306533	-44.74874372												error: T SSCS does not start with ±1: Int64[]
-1.10804020	-44.74874372												error: T SSCS does not start with ±1: Int64[]
