sorted_index	source_event_index	event_time	x	z	s	next_r	next_x
265	2063	17004.203310829555	1.872918688370	1.558274851699	3.507824413247	1.863492335343	-1.365097921522
266	1113	9188.290575779714	1.873705714079	1.559039694398	3.510773102973	1.859519997544	-1.363642180905
267	2184	18005.073623459011	1.875318816041	1.559914139691	3.516820661798	1.852403162952	-1.361030184438
268	2180	17972.093316478637	1.877797062040	1.561826431466	3.526121806204	1.840677916248	-1.356715856857
269	1061	8758.943645031990	1.880374361777	1.563582854918	3.535807740427	1.828869196931	-1.352356904419
270	1546	12751.500319096052	1.880451424238	1.563635365338	3.536097558918	1.828516867377	-1.352226633141
271	1916	15794.353565473129	1.880901878595	1.563942423319	3.537791876901	1.826458090494	-1.351465164366
272	2027	16707.897221972275	1.881365942057	1.564046773585	3.539537807931	1.824644305984	-1.350793953934
273	1695	13979.378497382631	1.883407151822	1.565650575544	3.547222499535	1.815034569111	-1.347232188270
274	2211	18227.010728191999	1.886854540403	1.568002193038	3.560220056641	1.799389984377	-1.341413427835
275	1207	9959.007466708643	1.889206820992	1.569607525629	3.569102412483	1.788765553048	-1.337447401974
276	1398	11530.058007285512	1.890516782396	1.570307292553	3.574053704521	1.783143233604	-1.335343863432
277	2312	19065.120353309550	1.890530281857	1.570510994681	3.574104746619	1.782806163195	-1.335217646376
278	1228	10131.565028688436	1.890654324105	1.570401453214	3.574573773257	1.782524217150	-1.335112061645
279	2051	16905.323234282518	1.891138426638	1.570926228200	3.576404548708	1.780072170230	-1.334193453076
280	2266	18679.872222785274	1.893317868258	1.572414592641	3.584652550264	1.770297409461	-1.330525238190
281	2388	19688.275588729870	1.895004905211	1.573567024784	3.591043590773	1.762756130783	-1.327688265664
282	1808	14903.129222726613	1.898385204172	1.575696936669	3.603866383418	1.747965032268	-1.322106286298
