word	count	code	period	gamma
10111000	34778	184	8	0.11328125
01011001	34407	89	8	0.6015625
00011011	34394	27	8	0.84375
11100100	34369	228	8	0.15234375
00010001	34365	17	4	0.53125
11101110	34289	238	4	0.46484375
10110011	33760	179	8	0.80078125
01001100	32851	76	8	0.1953125
00110010	32792	50	8	0.296875
11001101	32726	205	8	0.69921875
11100010	32574	226	8	0.27734375
00011101	32335	29	8	0.71875
11101100	31793	236	8	0.21484375
00110100	31787	52	8	0.171875
00010011	31511	19	8	0.78125
11001011	30858	203	8	0.82421875
00100001	30796	33	8	0.515625
11011110	30735	222	8	0.48046875
10010011	30613	147	8	0.78515625
01101100	30370	108	8	0.2109375
00101100	29956	44	8	0.203125
11010011	29922	211	8	0.79296875
10000100	29739	132	8	0.12890625
01111011	29730	123	8	0.8671875
01001001	29345	73	8	0.5703125
01101101	29293	109	8	0.7109375
11011011	29156	219	8	0.85546875
00110110	28909	54	8	0.421875
00100100	28860	36	8	0.140625
10110110	28659	182	8	0.42578125
11001001	28651	201	8	0.57421875
01110010	28593	114	8	0.3046875
10010001	28592	145	8	0.53515625
10010010	28367	146	8	0.28515625
00100110	28288	38	8	0.390625
01101110	28213	110	8	0.4609375
10001101	28206	141	8	0.69140625
01100100	28190	100	8	0.1484375
11011001	28178	217	8	0.60546875
10011011	28164	155	8	0.84765625
11101000	27865	232	8	0.08984375
00111101	27608	61	8	0.734375
00010111	27555	23	8	0.90625
11000010	27431	194	8	0.26171875
10111100	27417	188	8	0.23828125
01000011	27290	67	8	0.7578125
01001101	27129	77	8	0.6953125
10110010	26903	178	8	0.30078125
10010000	25920	144	8	0.03515625
01000110	25680	70	8	0.3828125
10111001	25672	185	8	0.61328125
01101111	25663	111	8	0.9609375
11110110	25578	246	8	0.43359375
00001001	25444	9	8	0.5625
10110000	25403	176	8	0.05078125
10000010	25376	130	8	0.25390625
01001111	25341	79	8	0.9453125
01111101	25192	125	8	0.7421875
01000001	25054	65	8	0.5078125
10111110	24871	190	8	0.48828125
10111011	24640	187	4	0.86328125
00001101	24352	13	8	0.6875
01000100	24162	68	4	0.1328125
11110010	24043	242	8	0.30859375
00101111	23843	47	8	0.953125
11110100	23796	244	8	0.18359375
00001011	23795	11	8	0.8125
11010000	23633	208	8	0.04296875
01001110	22910	78	8	0.4453125
10110001	22717	177	8	0.55078125
10001001	22122	137	8	0.56640625
01110110	22059	118	8	0.4296875
11011101	21913	221	4	0.73046875
00100010	21786	34	4	0.265625
10001011	21370	139	8	0.81640625
01110100	21281	116	8	0.1796875
10011101	20637	157	8	0.72265625
11010001	20364	209	8	0.54296875
01100010	20305	98	8	0.2734375
00101110	20256	46	8	0.453125
10100000	19693	160	8	0.01953125
01011111	19676	95	8	0.9765625
10101101	19600	173	8	0.70703125
11111010	19591	250	8	0.37109375
01010010	19533	82	8	0.2890625
00000101	19339	5	8	0.625
10110111	19216	183	8	0.92578125
01001000	19213	72	8	0.0703125
10100011	18195	163	8	0.76953125
10010101	18192	149	8	0.66015625
01101010	18015	106	8	0.3359375
01011100	17993	92	8	0.2265625
10101001	17792	169	8	0.58203125
10100100	17748	164	8	0.14453125
01011011	17730	91	8	0.8515625
01010110	17720	86	8	0.4140625
01101011	17670	107	8	0.8359375
10010100	17670	148	8	0.16015625
11001010	17625	202	8	0.32421875
00110101	17317	53	8	0.671875
00101001	17303	41	8	0.578125
11010110	17245	214	8	0.41796875
10110101	17180	181	8	0.67578125
01001010	16895	74	8	0.3203125
11000101	16603	197	8	0.63671875
00111010	16523	58	8	0.359375
10111101	16234	189	8	0.73828125
01000010	16211	66	8	0.2578125
11101101	16103	237	8	0.71484375
00010010	15956	18	8	0.28125
10101100	15557	172	8	0.20703125
11101001	15483	233	8	0.58984375
01010011	15350	83	8	0.7890625
00010110	15241	22	8	0.40625
10010111	14969	151	8	0.91015625
10111010	14927	186	8	0.36328125
01101000	14884	104	8	0.0859375
11100101	14702	229	8	0.65234375
00101011	14653	43	8	0.828125
11010100	14573	212	8	0.16796875
00011010	14539	26	8	0.34375
01000101	14516	69	8	0.6328125
11010111	14288	215	8	0.91796875
01011000	14237	88	8	0.1015625
10100111	14200	167	8	0.89453125
00101000	14165	40	8	0.078125
11011010	13934	218	8	0.35546875
00010100	13786	20	8	0.15625
10000101	13708	133	8	0.62890625
11101011	13643	235	8	0.83984375
00100101	13637	37	8	0.640625
01111010	13505	122	8	0.3671875
01011101	13383	93	8	0.7265625
01011110	13252	94	8	0.4765625
10100010	13252	162	8	0.26953125
10100001	12970	161	8	0.51953125
10101110	11279	174	8	0.45703125
01010001	11063	81	8	0.5390625
10001010	10744	138	8	0.31640625
00001010	10703	10	8	0.3125
01110101	10636	117	8	0.6796875
11110101	10518	245	8	0.68359375
10101111	10452	175	8	0.95703125
10101011	10180	171	8	0.83203125
01010100	10152	84	8	0.1640625
01010000	10131	80	8	0.0390625
00101010	10123	42	8	0.328125
11010101	9999	213	8	0.66796875
01010111	7509	87	8	0.9140625
10101000	7426	168	8	0.08203125
00010101	7363	21	8	0.65625
11101010	7259	234	8	0.33984375
