category_id	count	encoding	T_scs	gamma_scs
1351	1	353279494815434442620669217628182	-1,0,9,-9,0	-10,-1,7,9
1352	1	355364956358616650817303337580622	1,-9,7,9	-10,6,-10,9
1353	1	357016500788053089725886711315186	1,1,1,3,-2,0	10,-8,0,-10
1354	1	358091571707069804220575848382411	1,0,-10,-2,0,1	10,10,2,0
1355	1	360629790372886175484880481870988	-1,0,0,2,0,1	11,0,-1,0,-1
1356	1	360629790382853936174189698090788	-1,0,0,2,0,1	-11,0,0,1,0
1357	1	360629796590809733867672161601740	1,0,0,2,0,1	-11,0,0,0,0
1358	1	360629796591430436132609077115488	1,0,0,2,0,1	-11,0,1,0,0
1359	1	366383971729884608941984844485185	1,4,8,9	10,3,9,9
1360	1	367000871470399658656206839639978	-1,2,9,9	-10,9,8,9
1361	1	367040783920646980066694676711462	-1,5,8,9	-10,6,9,9
1362	1	367228436344542787596107307793197	-1,3,8,9	-10,9,9,9
1363	1	367385113078369337420725881585393	-1,4,8,9	9,9,9,9
1364	1	367445569592722601141754734917102	-1,-8,-9,9	10,-10,-9,9
1365	1	367463485902882572100189408559470	-1,-5,8,9	9,9,9,9
1366	1	367501289171417097266404221476147	-1,5,9,9	-10,9,8,9
1367	1	367541880187822467281202916807632	-1,5,8,9	9,9,9,9
1368	1	367678327585885837058664987829050	-1,8,8,9	-10,7,9,9
1369	1	367835363719337143376569128076803	-1,7,9,9	-10,9,8,9
1370	1	367923991634440142485217943491555	-1,8,9,9	-10,-9,8,9
1371	1	367923999357487159794295344851436	1,-9,8,9	-10,8,9,9
1372	2	367934173716794739977282805683832	-1,-8,8,9	9,9,9,9
1373	1	367934179453823774511709647769131	1,9,9,9	-10,-8,8,9
1374	1	368002539964993062631507669868075	-1,8,9,9	-10,9,8,9
1375	2	368007613330185185917694822671446	1,-9,8,9	-10,-9,9,9
1376	2	368012696883038007767393678837382	-1,8,8,9	9,9,9,9
1377	1	368012701444422280159066241786847	-1,8,8,9	-10,9,9,9
1378	3	368091241549302192503260279999545	-1,-9,8,9	9,9,9,9
1379	8	368091246111173205288526320137862	-1,-9,8,9	-10,9,9,9
1380	1	368091247305094151881907968230513	1,9,9,9	-10,-9,8,9
1381	2	368091250485935471789589228477246	1,-9,8,9	-10,9,9,9
1382	1	382910943912127936693237704756539	1,8,9,9	-10,7,-9,9
1383	1	383083674114950270202067971835900	-1,0,9,-9,0	9,9,8,9
1384	1	383313647014970542085990328536251	1,-6,8,9	10,5,-10,9
1385	16	383329626555705485760100632733020	-1,-9,-9,9	9,9,9,9
1386	3	383329631211045995549475518472717	-1,-9,-9,9	-10,9,9,9
1387	2	383329634129867641062952491060396	1,9,9,9	-10,-9,-9,9
1388	1	383329635769912817172150643492599	1,-9,-9,9	-10,9,9,9
1389	1	383412374646376602915651034627346	1,9,-9,9	10,9,9,9
1390	1	384002047924637663798029607932538	1,8,-10,9	-10,-7,8,9
1391	1	384571703587973918055112152374284	-1,-9,-10,9	10,-10,8,9
1392	1	386842264107621587869115214491581	-1,-9,-8,9	10,9,10,9
1393	1	387176236287553374184690871598060	-1,0,8,-1,0	-10,0,8,-10
1394	1	387462056759879812979323205741985	-1,0,0,1,-1,0	10,1,8,-10
1395	1	389769960849028609873431142384469	1,8,-9,4	10,9,8,-10
1396	1	391944753659615281728488672693986	1,0,9,2,1	10,-9,0,-2,-3
1397	1	396942844158638592019042094790229	1,1,9,9	10,2,9,9
1398	1	397116157967544546840402115942320	-1,2,9,9	-10,2,9,9
1399	1	397463088393317078932461473557575	-1,4,9,9	-10,2,9,9
1400	1	397463093128533634551374939778420	1,4,9,9	-10,2,9,9
1401	1	397636700387583111619990259576125	1,5,9,9	-10,2,9,9
1402	1	397984194593673438637472457895070	-1,2,9,9	-10,7,9,9
1403	1	398331503898793376740927879488825	-1,4,9,9	-10,7,9,9
1404	1	398331731513965576747663193725497	-1,3,9,9	-10,8,9,9
1405	1	398332068181975546296278947011378	-1,2,9,9	9,9,9,9
1406	3	398505751321290359099930309101770	-1,3,9,9	9,9,9,9
1407	1	398679192283846891770503776480986	-1,7,9,9	-10,6,9,9
1408	1	398679192302481801219337889411559	-1,6,9,9	-10,7,9,9
1409	3	398679529210460224101496743242082	-1,4,9,9	9,9,9,9
1410	1	398679533958094185093026999213697	-1,4,9,9	-10,9,9,9
1411	1	398853235764067015934231376273012	-1,6,9,9	-10,8,9,9
1412	1	398853311659392227308241282374884	1,-9,9,9	-10,-6,9,9
1413	3	398853401899109161042559794729707	-1,5,9,9	9,9,9,9
1414	1	398853406647778281649022834297822	-1,5,9,9	-10,9,9,9
1415	1	399027245967888720629817303905592	-1,-8,9,9	-10,-8,9,9
1416	1	399027260220625056415099418738526	-1,7,9,9	-10,8,9,9
1417	1	399027307672086197483226428932689	1,-9,9,9	-10,-7,9,9
1418	5	399027369436885558813292686495545	-1,6,9,9	9,9,9,9
1419	2	399027374186590177934361305245062	-1,6,9,9	-10,9,9,9
1420	1	399114388789718343022268226295632	-1,-7,9,9	9,9,9,9
1421	2	399201379613248964396312607360192	-1,8,9,9	-10,8,9,9
1422	7	399201431873462185795287702844203	-1,7,9,9	9,9,9,9
1423	3	399201436624202642404597287980256	-1,7,9,9	-10,9,9,9
1424	1	399288479676861526383283051799079	1,-9,9,9	-10,8,9,9
1425	4	399288498694329994173010054866132	-1,-8,9,9	9,9,9,9
1426	1	399288503445588496664668910010597	-1,-8,9,9	-10,9,9,9
1427	1	399288508168867489724300178588516	1,9,9,9	-10,-8,9,9
1428	49	399375589258536200207769839815395	-1,8,9,9	9,9,9,9
1429	14	399375594010312833352926440497142	-1,8,9,9	-10,9,9,9
1430	24	399462703572296761287081648869670	-1,-9,9,9	9,9,9,9
1431	5	399462708324591609866132064351477	-1,-9,9,9	-10,9,9,9
1432	3	399462713067557110730069273058801	1,9,9,9	-10,-9,9,9
1433	100	399549841641829160457197461211982	-1,9,9,9	9,9,9,9
1434	83	399549846394641828697811314812888	1,9,9,9	9,9,9,9
1435	2	399549846394642309259785858886397	-1,9,9,9	-10,9,9,9
1436	117	399549851147455005768750810102201	1,9,9,9	-10,9,9,9
1437	1	399549865414706771728602547346977	-1,-9,9,9	10,-10,9,9
1438	1	400070194952989669028297128643831	1,9,-10,9	-10,-9,-9,9
1439	1	400250168306303601483561965822442	-1,-9,-9,9	10,10,-10,9
1440	1	401868690202030528170641521862788	-1,8,10,9	10,-10,8,9
1441	1	404040950386413688178979704929135	-1,-9,8,-10	10,9,-10,7
1442	1	405426689317240535328990278952951	1,-9,-4,9	10,-9,-4,-10
1443	2	413485106255505515078932747110432	-1,0,9,-9,0	-10,0,9,9
1444	1	413576323186575863560090334971871	-1,-1,9,-9,0	-10,0,9,9
1445	1	414478195042478021983003301367030	1,4,-10,9	-10,2,9,9
1446	1	415004497169933537707038806414487	-1,6,9,9	-10,3,-10,9
1447	1	415198652638337835341317211925281	1,6,-10,9	-10,4,9,9
1448	1	415204434045312119521070581383366	1,7,-10,9	-10,3,9,9
1449	1	415364990669084454649505337241953	-1,7,9,9	-10,4,-10,9
1450	1	415653823458496018724637989065310	1,8,-10,9	-10,-5,9,9
1451	1	415742593561752138198066912896056	1,8,-10,9	-10,5,9,9
1452	1	416181220154056755034939443292533	1,-9,9,9	-10,7,-10,9
1453	3	416453620999162480597570277590251	1,9,9,9	-10,8,-10,9
1454	3	416548195255756859871534965703386	1,9,-10,9	-10,-9,9,9
1455	2	416637177222402414681742104638786	1,9,-10,9	-10,9,9,9
1456	1	416726183151607785066149525702086	-1,9,-10,9	10,-10,9,9
1457	1	418001956690844941835798348370463	-1,0,8,9,0	9,9,1,-1,0
1458	1	419529223911526187203073157287571	1,0,3,4,2	10,10,0,2
1459	1	420141493305172793870829088434805	1,0,1,2,0,1	-11,0,0,-1,0
1460	1	427559260004099383761798600320254	1,-9,8,-10	10,9,10,-8
1461	1	432585483322736484847358022821376	1,7,-10,9	-10,3,-10,9
1462	40	434082271815781884182046922317708	-1,9,-10,9	-10,9,-10,9
1463	43	434082276873464312501929525402615	-1,9,-10,9	10,9,-10,9
1464	2	434082281931146239923063329145895	1,9,-10,9	10,9,-10,9
1465	1	434175990671179019908241211163908	-1,9,-10,9	-10,-10,-10,9
1466	29	434175995729953378085644984373311	-1,9,-10,9	10,-10,-10,9
1467	3	434269739879223365581513461843921	-1,9,-10,9	10,10,-10,9
1468	1	434630209669693610129643156693007	-1,8,10,9	10,-10,9,9
1469	1	451117416855149949125141453051685	-1,0,-10,-1,0	10,1,9,-10
1470	1	451280285556399809974166751465303	-1,-1,8,-9,-1	9,8,-9,-1
1471	1	451365645150726990577894648391553	-1,-2,-2,-4,1	-10,1,9,-10
1472	1	451443573589642030703037089997541	1,1,-4,-1,1	10,2,9,-10
1473	1	451464347394135174063836111335974	1,-6,-9,4	-10,2,9,-10
1474	1	451769711127634176266630544209164	1,3,9,-10	10,5,-10,-2
1475	1	452123702424057120621119662801141	1,4,9,-10	10,5,-10,4
1476	1	452377614429920365503565420387200	-1,0,0,0,-2,0	11,1,9,-10
1477	1	452447129367997877448100305350338	-1,8,10,9	10,-10,-10,9
1478	2	452548775700777794907892858889791	-1,9,-10,9	10,9,10,9
1479	1	453404305278957954100371394031578	1,8,9,-10	10,-10,-10,-2
1480	1	453404495585038873445951917616851	1,8,-9,2	10,8,9,-10
1481	1	453405883958702957992388312080079	1,8,9,-10	-10,5,-9,3
1482	1	453407417683438398260368161030776	1,8,9,-10	10,-9,-3,4
1483	1	453659633849102578859460543433245	1,-9,-5,5	10,-9,9,-10
1484	1	453680736967447624020264933586595	-1,8,9,-10	10,-10,-10,5
1485	1	453731768265157061399122887293635	1,9,9,-10	10,9,-9
1486	1	453732123058624699857245310454526	1,8,-10,2	10,9,9,-10
1487	1	453734274107763459976117170624715	1,9,9,-10	10,9,-10,3
1488	1	453944952930275807486724541645200	-1,0,9,4,1	10,1,9,-10
1489	1	454063067780436053936121558476744	-1,1,-9,1,1	10,10,9,-10
1490	1	455341533081296057788793534060467	-1,7,9,-10	10,-10,-10,6
1491	1	455374125890440091164804086416126	1,2,4,-5,1	10,3,9,-10
1492	1	455832000394516498170838551428041	-1,-9,9,-10	10,9,-10,6
1493	1	457886006006973737597691481012330	1,1,-10,-2,-1,-1	10,8,9,-10
1494	1	459999543074040643826881170517969	1,1,1,-9,-1	10,2,8,9
1495	1	467746768871066899310746848066738	-1,-8,-9,7	10,10,9,-10
1496	1	468965047818811376921258568623225	-1,8,9,-10	10,9,-10,7
1497	1	469139423138791909729384286147335	-1,-9,9,-10	10,-10,-10,7
1498	1	469282477382215653229634928378246	1,9,9,-10	-10,8,-10,7
1499	1	469298165112064219977344877592960	1,9,9,-10	10,9,-10,7
1500	1	470412242604504776113034743176073	-1,5,10,7	10,-10,9,-10
1501	1	476600604448816141260368442689719	-1,-9,8,-10	10,-10,-10,8
1502	1	476829561997182581976998864937563	-1,8,-10,8	10,-10,8,-10
1503	1	483667346658559669078474333871529	1,-9,-8,-8	-10,7,9,-10
1504	1	486859293134306004187306739063305	1,1,-10,1,1	10,2,-10,-10
1505	1	487752059882856350191655119689090	-1,-5,-10,-10	-11,-10,-5,-5
1506	1	488252335318693137257829577157961	1,6,-10,-10	10,7,-10,3
1507	1	489123970649667553359417678727660	1,0,1,1,2,0	10,-4,0,0
1508	1	489299449605431326615789397508051	1,-9,-9,-3	10,9,-10,-10
1509	1	489307633834236041886192386694531	1,9,-10,-10	10,9,-10,-4
1510	1	489311245031138002356385016474676	1,-9,-7,4	10,9,-10,-10
1511	2	489473848074155990321216813766894	-1,-10,-10,-10	-11,-10,10
1512	1	489473852991847828266637084704255	-1,-10,-10,-10	-11,10,-11
1513	1	489473985548044450741409719959840	-1,0,0,0,1,0,0	11,0,-1,0,0
1514	1	489473985548688360750235187971950	-1,0,0,0,1,0,0	11,3,-1,0,0
1515	1	489473987562498142537314427961025	-1,0,0,0,1,0,0	11,0,2,-2,0
1516	1	489474031681759197304399796455716	-1,0,0,0,1,0,0	11,2,-1,-3,0
1517	1	489474225224666524708434686193900	-1,0,0,0,1,0,0	11,0,0,3,0
1518	1	489582182576556216043097664009138	-1,-2,-2,-2,-3	9,-9,-2,-2,-2
1519	1	490139266857686484536281350102985	1,9,-10,-10	10,9,-10,-6
1520	1	492317441852396070788962640485206	1,9,9,-10	-10,8,-10,-8
1521	1	494118911602578741258343762331311	1,0,1,9,0	10,5,0,-10
1522	1	499412550321245302820522125623404	1,8,9,-10	10,-8,3,8
1523	1	510618701079683676246097055071655	-1,-9,-9,-10	10,9,-10,8
1524	1	517985789009011050251622834945513	-1,0,6,-8,0	10,0,9,-10
1525	1	524114268566658982147701681554788	-1,0,10,-1,0	-11,0,10,-10
1526	1	524485895130418667451561724088919	-1,0,9,-9,-1	-10,7,-9,0
1527	1	524485900830324598903206047405294	-1,1,10,-10	-11,2,-10,1
1528	1	524485914024424790666597289714570	-1,0,9,-9,-1	9,9,9,1
1529	1	524753585544397430369321089590450	-1,0,9,-9,-1	9,9,9,5
1530	1	525178263294639533967311762201590	-1,-9,-9,-8	10,-10,-10,-10
1531	1	525609454096584473723719604142327	-1,4,10,-10	-11,-8,-5,4
1532	1	526699786252413114223026752268582	-1,0,9,-9,-1	-10,0,9,6
1533	1	527843048876686651362892816415895	-1,0,0,-2,0,0	11,0,0,10
1534	1	527848563075722316525143838404970	-1,0,0,0,1,0	11,0,0,10
1535	1	527859108936424868082530541260161	-1,1,-10,-2,1	10,10,10,-10
1536	1	527927114015195025659212099511561	-1,1,7,-3,1	10,10,10,-10
1537	1	528030367141858241470647947785965	-1,0,10,-2,0	-11,-1,0,10
1538	1	528041887340559965400429469230465	-1,0,10,3,0	-11,-1,0,10
1539	1	528198717054814219033346324722857	-1,0,-10,2,-1,0	11,-1,0,10
1540	1	528199313220639266424351068973258	1,-9,-8,8	-10,6,9,-10
1541	1	529184834693857323131050520015475	-1,0,10,-1,-1,-1	11,-2,0,10
1542	1	529259839760313183612277697111505	1,9,9,-10	10,-9,-8,8
1543	1	529697981207509578013684246750347	-1,0,-2,0,2	11,-4,0,10
1544	1	530405053286182936427973515070431	-1,-9,7,-10	10,9,-10,-9
1545	1	531406614109194145577863866120976	1,1,6,-1,0	10,-10,0,10
1546	1	531406776159301859713863051207664	1,1,10,-1,-1	10,-10,0,10
1547	1	531595326758983323895525984931831	1,0,-10,0,1	10,10,0,10
1548	1	535833996561555009191151149567875	-1,0,9,-9,-1	9,9,-7,7
1549	2	535882292734547399041398855011248	-1,3,10,9	10,-10,2,-10
1550	1	537024957137115785298864741208276	1,1,-10,-1,2	10,-10,0,10
1551	1	537464582389129188634342269241636	1,9,-9,8	-10,8,9,-10
1552	1	537821093358545051656327763181061	1,9,9,-10	10,9,-9,8
1553	1	543470568142533256421396269487964	-1,0,9,-8,0	10,0,9,-10
1554	1	544827192021334628124809374228451	1,5,-10,8	-10,3,9,-10
1555	1	547053978251887781133627344206800	-1,-9,9,-10	10,9,-10,8
1556	5	547233861296736731836779393240180	-1,9,9,-10	10,9,-10,8
1557	1	547382340985737733746760614344125	-1,-9,-10,8	10,-10,9,-10
1558	1	551573561374828037931567932078467	-1,7,9,-10	10,9,10,8
1559	1	564029526328037561949581749780486	-1,4,-10,9	10,-10,3,-10
1560	1	565631300929717977110134635451411	1,1,-10,-9,-1	10,8,10,1
1561	1	565830331703480145790754934784644	-1,0,-11,-1,-1	11,-3,-11,-10
1562	1	566028712523883064092114787797651	-1,3,-11,-10	11,10,-11
1563	1	567202927701023152859255217615909	-1,5,-11,-10	-11,9,-11,5
1564	1	568019708963573489637258229581285	-1,8,-11,-10	-11,8,-11
1565	1	568418638751189393959460522861790	-1,9,-11,-10	-11,-10,10
1566	1	568418644051721849376257474131776	-1,9,-11,-10	11,10,-11
1567	1	568618202980516969667069662106979	-1,-10,-11,-10	11,10,-11
1568	1	569096855368948838093131104821655	1,0,-1,2,0,-1	-11,0,0,-10,0
1569	1	569217423085793675662136088842536	1,-1,0,-10,0	10,2,-3,1
1570	1	569217428148134461580953890080411	1,-1,0,-10,0	10,10,3,2
1571	1	569217428838425934217612113511126	1,-1,0,-10,0	10,9,-9,0
1572	1	569217433208116356420653505330335	1,-1,0,-10,0	10,4,-10,0
1573	1	569217434349001289408142782462030	1,-1,0,-10,0	10,7,-10,0
1574	1	569217435161377653421158067856515	1,-1,0,-10,0	10,9,-10,0
1575	1	569217435371155903813149834288385	1,-1,0,-10,0	10,-10,-10,0
1576	1	569220208775041396423546221337576	1,-1,0,-10,0	10,8,-10,3
1577	1	569225152580870417815854854555986	1,-1,0,-10,0	10,2,9,-4
1578	1	569829362331470675356714343423625	-1,0,9,3,1	10,1,0,-10,0
1579	1	570198224689364449179055543630681	1,0,0,-1,0,0,0	10,2,0,-10,0
1580	1	570228533988821695129150209830750	-1,-1,10,-1,-1,-1	-11,-2,-1,10
1581	1	572622968589757070664090644892136	1,0,10,-2,0	10,-10,-1,10
1582	1	576454379725967058504371951349381	1,9,-10,-10	-10,-9,-9,8
1583	1	583272366484204184021949726656206	1,0,-1,0,-1,0,0	10,2,0,-10,0
1584	1	584632445785445563090060100677588	1,8,-10,8	-10,5,-10,-10
1585	1	585242438540282762237408837545261	-1,5,10,9	10,-10,3,-10
1586	1	586480881275721720514325580864084	-1,7,-10,8	10,10,-10,-10
1587	1	603209816680212913788057855772275	1,0,0,0,0,1	-11,0,0,-10,0
1588	1	605266433245687270411751526678532	1,0,-1,0,0,1	-11,0,0,-10,0
1589	1	609361658723494301380341213115845	-1,0,9,-8,1	10,1,-9,0
1590	1	609814311411229259176857602194218	-1,1,9,-8,1	9,9,9,4
1591	1	612763077779697493231561861362354	-1,0,-1,0,-1,0	11,0,1,10
1592	1	612763119767376787258791936535845	-1,0,0,-2,0,0	11,0,1,10
1593	1	612881207010530087623206045256200	-1,0,0,0,0,0,0	11,0,1,10
1594	1	613094334619100105337272906921900	-1,-1,-1,-1,-1,-1	-11,-1,1,10
1595	1	613189173812282667740416022605141	1,-1,-1,-10,0	10,10,1,-1
1596	1	615334550545108976202326632148951	1,0,-2,0,1,0	10,-6,-1,-10,0
1597	1	616554203546144143483119709866130	1,0,2,-2,0,1	10,2,4,-10
1598	1	616896143392776764370889241233242	-1,0,-1,-4,0,-1	11,3,1,10
1599	1	616941906836958020462581858993649	-1,-1,-1,-1,-1,-1	-11,-10,1,10
1600	1	617805861932365233118135416084146	1,0,10,1,1,0	10,10,1,10
1601	1	626378479248494867347586758101137	-1,5,10,-10	10,10,-10,8
1602	1	627192745602107613598579870888676	-1,7,10,-10	10,10,-10,8
1603	1	627600239580836543602748395507037	-1,8,10,-10	10,10,-10,8
1604	1	627705186355118344690136446193976	1,-9,7,-9	-10,7,9,-10
1605	1	628010656936410983628478489632616	-1,4,-10,8	10,10,10,-10
1606	1	640108075248151034547470499024505	-1,5,10,9	10,-10,4,-10
1607	1	656707342717950295928693143831750	1,1,-10,-8,1	10,2,2,2,1
1608	4	657080339029717672114495497142608	1,9,9,-10	-10,-9,-9,-9
1609	1	658116400116909674430743921483806	1,0,-10,1,1,-1	10,2,0,-10,0
1610	1	660486936039599338575310414253349	-1,-1,-2,-1,-1,-1	-11,1,-2,10
1611	1	660559886212901318566181857781153	1,1,1,-10,0	10,10,-1,0
1612	1	660559896018304370040864825400674	-1,0,0,-9,0,0	11,0,1,-1,0
1613	1	660559899263166688407170846146501	1,1,1,-10,0	10,9,-10,0
1614	1	660559905827331202274712268559692	-1,0,0,-9,0,0	10,0,-9,0,0
1615	1	660559905857171463592183376075946	1,0,0,-9,0,0	10,7,2,1
1616	1	660559906806571506150392289523116	1,0,0,-9,0,0	-11,0,0,-1,0,0
1617	1	662188174898156596295190679494706	-1,-8,-8,9	10,-10,6,-10
1618	1	663554203702856550990925802873536	1,-1,0,-10,0	10,-10,0,-9
1619	1	673945810853864731722244824422221	1,-1,0,-10,0	10,8,1,-9
1620	1	678516564666941165724810055168641	1,9,9,-10	-10,8,-10,-9
1621	1	678576266133256451394227788062120	-1,-9,9,-10	10,10,-10,-9
1622	4	678646551894803502764047280402836	-1,9,9,-10	10,9,-10,-9
1623	1	678652028678349807383304764197000	-1,-8,-10,-9	10,-10,9,-10
1624	2	678711571778888524154037084743236	-1,9,9,-10	10,-10,-10,-9
1625	1	680648098244391560649192792574353	1,-8,-8,-10	-10,-4,5,9
1626	1	690214244135972737207094520626343	-1,0,-11,-8,0	11,-1,-1,10
1627	1	699745218033163253782777369281273	1,9,-10,-10	-10,-9,-9,-9
1628	1	706080527156594565246517496416992	-1,0,1,3,2	11,1,0,10
1629	1	706986314523456309037818577663460	-1,1,10,-8,1	10,10,-10,1
1630	1	710862387755528160895557923817795	-1,0,0,-3,0,0	10,1,2,10
1631	1	713229946758632285460453441387033	-1,0,10,1,-1,-1	-11,-1,-2,-10,0
1632	1	714198763120612240341215758132161	1,6,9,-10	-10,-3,2,9
1633	1	714408108119293076958413047683807	1,0,9,4,1	-11,1,2,10
1634	1	714996933689545362212649955897220	-1,-1,10,-2,-1	-11,-10,2,10
1635	1	715335582699979797730132651604448	-1,0,11,-2,-1,0	11,10,2,10
1636	3	721995013971840813780368977560796	-1,9,-10,-10	10,9,-10,-9
1637	1	729582241955247112058209738367285	1,-8,-3,9	10,9,9,-10
1638	1	745695534384239560072864680949486	-1,-9,-9,-9	10,10,10,-10
1639	1	764996984795799659190005437608912	-1,0,-11,-1,0	11,1,-3,10
1640	1	765782555298759236551773513977674	1,-1,-1,8,1	10,-7,9,-4
1641	1	767443929069405005988901559580905	-1,7,10,-10	10,10,-10,-9
1642	1	768120150980902931686553900338205	-1,-9,10,-10	10,10,-10,-9
1643	1	768589451513741747538509907185821	-1,-9,-10,-9	10,10,10,-10
1644	1	784976226984147547940525418832115	1,-1,-1,-9,0	10,-9,0,10
1645	1	792244349513278908359506569193050	-1,0,0,2,0,1	11,0,8,9
1646	1	797348646461988051605725572566056	1,-7,7,-10	-10,-4,9,9
1647	1	807631999964899833962560569820186	1,-1,0,-10,0	10,-10,0,9
1648	1	819498783939589801010843981158696	1,-1,0,-10,0	10,-8,-1,9
1649	1	822986711378669465897538424530795	-1,0,9,-3,0	-11,1,3,10
1650	1	823535222939714643509159236686685	1,0,1,8,1	-11,0,0,1,0
1651	1	823709695679549273843327634334123	-1,8,-10,9	10,-10,7,-10
1652	1	823811484359214089352948919329592	-1,0,-9,-1,0	10,-1,1,8,1
1653	1	825037115257997008966629878111056	1,-9,-6,9	10,8,9,-10
1654	1	826626846402632826980119270699182	-1,-1,1,8,1	9,9,9,6
1655	1	832530255323240294956061588969071	1,-1,0,-10,0	10,-10,1,9
1656	1	851377581073316525818338647165248	-1,-1,-9,-9,-1	9,9,5,9
1657	1	856586457489878883285699404570216	1,0,5,1,0,1	10,10,0,10
1658	1	859406346092003470161400898148378	1,-9,-9,9	-10,-8,8,-10
1659	1	859829831634226507324573578242515	1,-1,0,-10,0	10,9,2,9
1660	1	860258311835230981682883414647179	-1,-9,-9,9	10,-10,8,-10
1661	1	863262389233127634877661756011064	1,8,9,-10	-10,-7,-7,9
1662	1	882431914426901989013164060727905	-1,1,8,4,2	9,9,7,2
1663	1	884959752317035303238411290159386	1,9,9,-10	10,-9,7,9
1664	1	885368221212519274227883792758271	1,1,3,-10,0	10,9,10,-2
1665	1	887652550125425743790091369722293	-1,0,3,-10,0	-11,0,-10,0,2
1666	1	889231171366849962292023244278901	1,-1,0,-10,0	10,5,3,9
1667	1	890250633636481571875569309551656	-1,4,10,9	10,-10,-8,-10
1668	1	892984948551552222864844105650615	1,0,2,-7,0,0	-11,10,3,10
1669	1	907089628883614054610122045414371	1,7,8,-10	-10,3,-10,9
1670	1	907964838158016775283956024768616	1,3,-10,9	10,9,8,-10
1671	1	908557952734880863396668674885223	1,-9,8,-10	-10,6,-10,9
1672	2	908828890417192441552412775657408	1,-9,8,-10	-10,7,-10,9
1673	1	925508046278619329041725858042732	-1,-5,8,9	-10,2,9,-10
1674	1	928843734130585759646574539102286	1,-9,8,9	-10,7,9,-10
1675	2	929312384054763025953571833000216	1,-9,8,9	-10,8,9,-10
1676	1	929327627346254855642133454192639	-1,-8,9,-10	10,-10,8,9
1677	1	929781217423887552866021067907833	1,9,9,-10	-10,-9,8,9
1678	1	929906154444149805570940756349525	1,9,8,9	10,9,9,-10
1679	1	953173090360426182799730063948369	1,8,9,-10	-10,-8,-9,9
1680	2	953908894701297242167094416801686	1,9,9,-10	-10,-9,-9,9
1681	1	973381377330261704283286558077000	-1,1,9,9	10,1,9,-10
1682	2	973652771156608862604601214933978	-1,2,9,9	-10,1,9,-10
1683	1	974539263598067811021532621669099	1,-4,9,9	-10,2,9,-10
1684	1	976106834434365962086540487684316	1,-8,9,9	-10,3,9,-10
1685	1	976186316528003507748925657260981	1,6,9,-10	-10,-3,9,9
1686	1	976722937154249017355687131633658	1,8,9,9	-10,4,9,-10
1687	1	976802611824771737812347615222864	1,7,9,-10	-10,3,9,9
1688	1	977443307724310325895624059068004	1,8,9,9	-10,-6,9,-10
1689	1	977555333025392247907811963103104	1,8,9,-10	-10,4,9,9
1690	2	977691443753322064040744842294814	1,8,9,-10	-10,-5,9,9
1691	1	977819853299600331756745055629713	1,-9,9,9	-10,6,9,-10
1692	1	978612998462199061183930523287845	1,-9,9,-10	-10,7,9,9
1693	1	978645108452004640245369562565329	1,8,9,-10	-10,8,9,9
1694	1	978645159164487504634177914651492	-1,8,9,9	-10,8,9,-10
1695	1	978781473437351302702159478338499	1,8,9,-10	-10,-9,9,9
1696	1	978781531576843277744008956935139	1,-9,9,9	-10,8,9,-10
1697	4	978917928366542765616981309666411	1,9,9,9	-10,8,9,-10
1698	1	979158530845531509189861289378140	1,9,9,9	10,-9,9,-10
1699	6	979262685248668437377335847853816	1,9,9,-10	-10,-9,9,9
1700	13	979399115572139744235371464695216	1,9,9,-10	-10,9,9,9
1701	1	982218635671746628335964541242852	-1,3,10,9	10,-10,-9,-10
1702	1	986780803130447138834756889702172	-1,0,0,-9,0	10,0,1,9,-1
1703	1	987066615875051297627567289010755	-1,0,-1,-9,0,0	-11,0,0,-9,0
1704	1	1001421028074736895329845804761676	1,1,-8,7,1	10,3,9,-10
1705	1	1001503476430856793907150412385822	-1,5,-10,9	-10,2,9,-10
1706	1	1003448889656723226346586449739060	1,5,-10,9	10,6,9,-10
1707	1	1003935803367214350002068158882214	1,7,9,-10	10,5,-10,9
1708	1	1004138371818935324411255593111538	1,8,9,-10	-10,4,-10,9
1709	1	1004666724499092438244494639481761	1,-9,9,-10	-10,5,-10,9
1710	1	1005177537159128267637285066400716	1,9,-10,-10	-10,-9,-9,9
1711	1	1005428469546755183280884111258335	-1,-9,-9,9	10,-10,-10,-10
1712	1	1005445506808649276780998591604821	-1,9,-10,-10	10,-10,-9,9
1713	9	1005765437241848454817835001782391	1,9,9,-10	-10,8,-10,9
1714	1	1005908044169147991810781774121208	1,9,9,-10	-10,-9,-10,9
1715	2	1006050680990320561735786452761305	-1,9,9,-10	10,9,-10,9
1716	1	1006050692000571542310087253103590	1,9,9,-10	10,9,-10,9
1717	27	1006050740579723821372402824828143	1,9,-10,9	-10,9,9,-10
1718	5	1006050751589975935437049676566535	1,9,-10,9	10,9,9,-10
1719	1	1006152055420233465663002244085375	-1,-9,-10,9	10,-10,9,-10
1720	18	1006294712835989794666397498469400	-1,9,-10,9	10,-10,9,-10
1721	1	1010177839573528255177612934432266	-1,-8,-8,9	10,10,10,-10
1722	1	1030091459160390778604809558667875	-1,0,9,-9,-1	9,9,8,9
1723	1	1030971311365795135266301680439592	-1,8,-10,-10	10,-10,9,9
1724	1	1031199331983381652247782818675921	1,9,-10,-10	-10,-9,9,9
1725	1	1033568799599418870120615699204047	-1,8,9,-10	10,9,10,9
